sampling_measure,R,Theta_1,Theta_2,Phi,V_reference,V_candidate,absolute_disagreement,normalized_disagreement,gradient_disagreement_cm1_per_rad,reference_high_candidate_below_warning,reference_above_1000_candidate_below_1000,selection_reason
solid-angle,5.7999999999999998,53.396408977737316,80.572250213971571,60.845290786363186,337.20061429864808,336.90896613506402,0.29164816358405687,0.086490994149184194,1.1049697117047517,False,False,largest absolute disagreement
solid-angle,5.7999999999999998,128.75267743379032,92.070909616657403,118.21074522927402,397.21931652873167,396.92747881198216,0.29183771674951231,0.073470172422594945,1.8576057111819644,False,False,largest absolute disagreement
solid-angle,5.7999999999999998,55.307231148008754,88.553016334224935,52.677539432197818,251.40181453918004,251.09194641374043,0.30986812543960696,0.12325612128440511,1.6118069996161899,False,False,largest absolute disagreement
solid-angle,5.7999999999999998,126.93457110796626,96.653652539737607,56.624631110876798,341.53717757011509,341.20384250081827,0.33333506929682244,0.097598472783652135,0.47258938591342459,False,False,largest absolute disagreement
solid-angle,5.7999999999999998,126.07274126099593,86.883002760391335,57.245881068147725,292.26071794390202,291.91107285722899,0.34964508667303562,0.1196346498882372,0.22403827274352417,False,False,largest absolute disagreement
solid-angle,5.7999999999999998,118.87355232583387,85.064082798144852,53.137591982781885,84.103315542612805,84.060670282653021,0.042645259959783743,0.042645259959783743,3.3342393476488601,False,False,largest gradient disagreement
solid-angle,5.7999999999999998,45.475899116701051,85.265834221818736,55.27331077136099,679.30939083631336,679.29326189724645,0.016128939066902603,0.002374314161481839,3.3562073469223432,False,False,largest gradient disagreement
solid-angle,5.7999999999999998,131.62369925982151,98.344810942319512,126.88422212574631,507.64864652529985,507.5615475945404,0.087098930759452742,0.01715732551551518,3.3694253919777162,False,False,largest gradient disagreement
solid-angle,5.7999999999999998,48.878147196506148,85.858539897973898,125.49112945899367,491.04365853578491,490.87951612221934,0.16414241356557113,0.033427254524580979,3.4940423577113093,False,False,largest gradient disagreement
solid-angle,5.7999999999999998,120.27256719962698,95.836280064509268,121.141009715572,122.04423381483379,121.923694425151,0.12053938968278999,0.098766968266336158,3.6021406455949183,False,False,largest gradient disagreement
solid-angle,6.5999999999999996,69.407420997855596,92.891562878456199,96.361604668535279,-82.762731132194219,-82.641406245586992,0.12132488660722629,0.12132488660722629,0.56009502583129878,False,False,largest absolute disagreement; largest normalized disagreement
solid-angle,6.5999999999999996,107.9081103818945,83.990457319321337,93.889391624182466,-88.174937574835369,-88.051832484295247,0.12310509054012186,0.12310509054012186,0.42331155607822046,False,False,largest absolute disagreement; largest normalized disagreement
solid-angle,6.5999999999999996,70.156818314140637,83.569378842925019,95.751918679922824,-85.594170643765366,-85.469650256695815,0.12452038706955193,0.12452038706955193,0.26596224173797611,False,False,largest absolute disagreement; largest normalized disagreement
solid-angle,6.5999999999999996,109.48162893699043,83.403835304834317,85.510623439326878,-86.050593851780789,-85.923945596252892,0.12664825552789694,0.12664825552789694,0.19095866041088619,False,False,largest absolute disagreement; largest normalized disagreement
solid-angle,6.5999999999999996,110.21808010957436,92.958395057581015,84.892129628174004,-83.638864825150677,-83.512179220120316,0.12668560503036019,0.12668560503036019,0.45439188831054328,False,False,largest absolute disagreement; largest normalized disagreement
solid-angle,6.5999999999999996,77.12509744504753,85.098949390651555,95.334488020129498,-98.189314820667448,-98.152012358361077,0.037302462306371353,0.037302462306371353,1.0852599950112352,False,False,largest gradient disagreement
solid-angle,6.5999999999999996,103.46164152827383,85.493347503544356,83.120633357428019,-97.782528476846906,-97.735407958576701,0.047120518270205025,0.047120518270205025,1.1257397894551449,False,False,largest gradient disagreement
solid-angle,6.5999999999999996,103.52026962813635,97.69289393118251,91.123169193863859,-95.959873884605855,-95.909452095176576,0.050421789429279329,0.050421789429279329,1.1298323492875597,False,False,largest gradient disagreement
solid-angle,6.5999999999999996,75.244658445229149,92.539310041553847,82.28119965266437,-96.029524967805514,-95.955724241978217,0.073800725827297242,0.073800725827297242,1.1451411718795201,False,False,largest gradient disagreement
solid-angle,6.5999999999999996,105.32387365779915,92.36071661971485,93.268243052400649,-94.270431662834355,-94.17775832907914,0.092673333755215026,0.092673333755215026,1.151197732360445,False,False,largest gradient disagreement
