R,Theta_1,Theta_2,Phi,V_candidate,V_reference,candidate_minus_reference,optimizer_success
4.4000000000000004,89.999999468251545,90.000002609789917,180,517.17643416847466,518.77838280880826,-1.6019486403336032,True
4.4000000000000004,89.99999903415187,89.99999757345492,0,517.17643416848136,518.77838280881213,-1.601948640330761,True
4.7999999999999998,89.999999550468189,90.000001646537541,0,-0.37676608992293836,-0.54918059669913077,0.17241450677619241,True
4.7999999999999998,90.000000824564779,90.000000588736043,180,-0.37676608992035199,-0.54918059669807917,0.17241450677772718,True
5,89.999999021111023,90.000001496436951,0,-119.87786783850815,-120.06353571351113,0.18566787500297721,True
5,89.999999972168837,90.000000962178774,180,-119.87786783850666,-120.06353571350857,0.1856678750019114,True
