training_points,variants_tested,strict_pass_rate_percent,median_worst_normalized_error,p95_worst_normalized_error,worst_normalized_error,worst_removed_position,worst_removed_orientation,worst_limiting_R,rank_deficient_variants,worst_condition_number,minimum_guardrail_prediction
161,161,65.838509316770185,0.63396288982940519,4.1346798630235551,16.70174785813888,57,243,4.4000000000000004,0,341.1705690136298,5000.0843877554034
175,175,96.571428571428569,0.36585837351340256,0.71909691238426598,2.3083846693969918,7,282,4.4000000000000004,0,60.670277995969364,5000.6564155341739
180,180,97.222222222222214,0.32403161263628077,0.70352377560330215,2.7987803015053809,7,282,4.4000000000000004,0,59.980695767431428,5000.6617527999015
182,182,97.252747252747255,0.31384049859225277,0.65724600925263743,2.2153585136147629,7,282,4.4000000000000004,0,59.812597573471599,5000.6394376157659
