design_position,orientation_id,Theta_1,Theta_2,Phi,leverage
410,16,5.1600000000000001,162.77000000000001,48.740000000000002,0.15636358882443313
411,338,125.89,141.22999999999999,35.890000000000001,0.20653842649979676
412,284,101.84999999999999,7.3300000000000001,49.240000000000002,0.18360385991760336
413,364,135.06999999999999,138.62,17.140000000000001,0.17616779563435178
414,460,166.66,16.5,56.670000000000002,0.14220019293264274
415,37,12.529999999999999,66.010000000000005,150.34,0.21057267427761367
416,66,26.289999999999999,142.31,156,0.2064867637727491
417,175,64.900000000000006,152.93000000000001,102.54000000000001,0.17536831420810067
418,11,3.6200000000000001,57.390000000000001,62.899999999999999,0.14449010568017381
419,365,135.55000000000001,165.74000000000001,96.609999999999999,0.20648127309294501
420,195,72.409999999999997,1.1000000000000001,4.9500000000000002,0.16095054956557497
421,276,99.420000000000002,145.28999999999999,33.039999999999999,0.20387906270756748
422,482,173.97999999999999,81.150000000000006,47.020000000000003,0.18761644037968425
423,409,150.83000000000001,6.8399999999999999,55.18,0.14545617630272151
424,252,93.980000000000004,173.75999999999999,148.21000000000001,0.14396179567331829
425,484,174.37,6.7199999999999998,83.390000000000001,0.12259452204601726
426,75,28.850000000000001,35.649999999999999,77.120000000000005,0.19561165073893161
427,204,75.650000000000006,30.010000000000002,127.37,0.15282341906305408
428,392,146.03999999999999,165.81,72.060000000000002,0.18367126964660432
429,95,36.350000000000001,152.84999999999999,135.66999999999999,0.18277997030412041
430,3,1.3200000000000001,146.78999999999999,98.359999999999999,0.11268709432273197
431,398,148.11000000000001,125.90000000000001,96.609999999999999,0.19207317674551627
432,470,169.41999999999999,149.74000000000001,25.309999999999999,0.17320760720322814
433,246,92.459999999999994,27.690000000000001,46.490000000000002,0.18536135365979567
434,308,109.29000000000001,160.30000000000001,122.84999999999999,0.14779952523326889
435,170,62.640000000000001,7.6299999999999999,139.78999999999999,0.15691900386419061
436,27,9.7899999999999991,24.510000000000002,61.780000000000001,0.12480630581917644
437,301,107.59,139.81,104.98999999999999,0.16399018298577062
438,251,93.840000000000003,19.239999999999998,108.29000000000001,0.134853330449419
439,60,24.390000000000001,20.559999999999999,134.66999999999999,0.14348384173005546
440,128,50.270000000000003,164.49000000000001,146.43000000000001,0.1550764658164937
441,207,76.640000000000001,33.780000000000001,138.63999999999999,0.17556848913491338
442,458,166.19,173.09,98.760000000000005,0.13122023710446962
443,13,4.7300000000000004,133.80000000000001,120.03,0.15028852105295487
444,357,132.72999999999999,136.38999999999999,18.059999999999999,0.15920199796000112
445,313,112.47,160.37,72.859999999999999,0.13950039472249004
446,391,145.74000000000001,152.91,67.629999999999995,0.17262245260949949
447,24,8.0199999999999996,69.379999999999995,145.53999999999999,0.1712355055507008
448,20,6.46,25.640000000000001,28.370000000000001,0.15251876237201417
449,17,6.04,110.65000000000001,98.909999999999997,0.16394848202895723
450,416,153.50999999999999,170.15000000000001,51.840000000000003,0.15412136928520251
451,8,3.1800000000000002,165.56,68.049999999999997,0.11739113768625556
452,433,157.90000000000001,23.289999999999999,72.989999999999995,0.16120507423697128
453,34,11.220000000000001,27.399999999999999,124.58,0.14507548875643728
454,221,83.819999999999993,2.4500000000000002,154.80000000000001,0.13059366924129823
455,435,158.44999999999999,38.109999999999999,160.78999999999999,0.16462555456088346
456,472,170.02000000000001,170.75999999999999,69.219999999999999,0.12484424460163313
457,340,126.54000000000001,13.01,147.87,0.13148797474948815
458,319,113.81999999999999,164.16,130.22999999999999,0.13823308160034303
459,229,87.530000000000001,9.7599999999999998,63.100000000000001,0.12894643817549903
460,429,157.02000000000001,29.25,38.560000000000002,0.15252907950973651
461,481,173.96000000000001,35.789999999999999,62.670000000000002,0.1361615575710374
462,156,58.93,167.56999999999999,58.109999999999999,0.15535592531686565
463,74,28.850000000000001,8.9299999999999997,127.84,0.13941373530743689
464,298,106.06999999999999,143.65000000000001,103.19,0.15060118976144943
465,189,70.650000000000006,173.59999999999999,95.079999999999998,0.13373337860881301
466,350,129.65000000000001,138.62,28,0.1491830012554613
467,464,167.75999999999999,160,58.549999999999997,0.12042805876818385
468,499,179.91999999999999,28.77,39.149999999999999,0.10810491179553885
469,10,3.4700000000000002,50.009999999999998,121.62,0.13494038003484415
470,488,176.27000000000001,167.16999999999999,106.06,0.1175970913987176
471,226,86.700000000000003,162.56,100.02,0.12412727928596942
472,362,134.47999999999999,136.33000000000001,27.670000000000002,0.14337998960202109
473,40,13.51,17.949999999999999,115.40000000000001,0.11952975112975985
474,182,67.459999999999994,7.9500000000000002,82.099999999999994,0.12713563210246404
475,7,2.3700000000000001,127.87,112.94,0.12830478831944744
476,333,124.64,164.06,43.520000000000003,0.12781587046168569
477,268,97.099999999999994,14.890000000000001,68.620000000000005,0.12707973123599869
478,67,26.68,154.12,37.549999999999997,0.13756466747355783
479,19,6.2199999999999998,10.93,66.359999999999999,0.11996011513800581
480,322,114.77,19.09,56.719999999999999,0.129335715078855
481,177,65.269999999999996,159.47,103.73999999999999,0.12603861661183732
482,206,76.530000000000001,21.010000000000002,112.73999999999999,0.12876372400356864
483,6,2.2999999999999998,115.29000000000001,81.5,0.12649345438137904
484,70,27.84,175.72999999999999,76.390000000000001,0.12791284252484028
485,498,179.31,157.84999999999999,22.890000000000001,0.10442157490349319
486,38,13.17,160.34999999999999,96.780000000000001,0.10424898381703393
487,341,126.61,14.01,133.56999999999999,0.11583253925729822
488,477,172.11000000000001,147.97999999999999,45.719999999999999,0.11262022870581531
489,184,68.150000000000006,164.16999999999999,85.790000000000006,0.11411118455765781
490,466,168.34,19.809999999999999,118.93000000000001,0.10729392239792111
491,228,87.329999999999998,166.78999999999999,103.06,0.10399116534838994
492,23,7,171.02000000000001,83.859999999999999,0.10745913378436553
493,0,0.29999999999999999,160.22,28.059999999999999,0.10068705989517546
494,489,176.72999999999999,143.38999999999999,81.939999999999998,0.092575555240970026
495,461,166.68000000000001,168.74000000000001,97.379999999999995,0.092661202967979764
496,265,96.200000000000003,13.17,102.77,0.09305701255799656
497,490,176.84,151.63999999999999,101.62,0.080884239898930219
498,463,167.41,15.83,85.260000000000005,0.08225792199116265
499,253,94.5,9.25,80.269999999999996,0.08214625997880938
500,491,177.31,23.859999999999999,64.200000000000003,0.077408152881636383
