training_points,removed_position,removed_orientation,removed_leverage,replacement_orientation,replacement_leverage,retained_rank,condition_number,worst_normalized_error,tolerance_headroom,tolerance_safety_factor,limiting_R,minimum_guardrail_prediction,any_guardrail_below_warning,strict_pass
161,86,374,0.36860380757171796,294,0.14745033504606417,158,83.595729532045411,1.5085041934611059,-0.50850419346110587,0.66290833286025153,4.4000000000000004,5000.6745924105162,False,False
161,87,161,0.41782355051475978,294,0.14745033504606417,158,115.73425056386323,0.50293492861168931,0.49706507138831069,1.9883287938668688,4.4000000000000004,5000.7497327741185,False,True
161,88,103,0.37831562827083759,294,0.14745033504606417,158,65.098889108712228,0.59371644935274759,0.40628355064725241,1.6843057002887001,6.5999999999999996,5000.6055377520934,False,True
161,89,54,0.41799668176638854,294,0.14745033504606417,158,85.246997201325925,0.48527754535248718,0.51472245464751287,2.0606764305849716,4.4000000000000004,5000.6745918078514,False,True
161,90,459,0.44834342961544754,294,0.14745033504606417,158,61.826040503701741,0.68955327438379488,0.31044672561620512,1.450214272267258,4.4000000000000004,5000.7582627956763,False,True
161,91,26,0.40013503884456553,294,0.14745033504606417,158,47.496487170301357,0.35939073714652991,0.64060926285347009,2.7824868496604642,4.4000000000000004,5000.6562997418141,False,True
161,92,305,0.45640946963046564,294,0.14745033504606417,158,66.900832152312361,1.5136801707953418,-0.51368017079534178,0.66064154059345592,4.4000000000000004,5000.7337024049693,False,False
161,93,215,0.43196408667677921,294,0.14745033504606417,158,60.175000549889155,2.3552281896097789,-1.3552281896097789,0.42458730937900457,4.4000000000000004,5000.6045613214565,False,False
161,94,59,0.35811828347346725,294,0.14745033504606417,158,47.267021231956157,0.62167706296279945,0.37832293703720055,1.6085521882280527,4.4000000000000004,5000.6701291176341,False,True
161,95,135,0.46820265623074342,294,0.14745033504606417,158,94.879372082588063,0.53758657064579962,0.46241342935420038,1.8601655149210774,4.4000000000000004,5000.7154810729926,False,True
161,96,73,0.328874070733289,294,0.14745033504606417,158,48.487771059516035,0.38583374118432301,0.61416625881567699,2.5917899168965461,4.4000000000000004,5000.561544333942,False,True
161,97,273,0.43632332026752302,294,0.14745033504606417,158,47.444701535520721,0.84320732844375534,0.15679267155624466,1.1859479469250169,4.4000000000000004,5000.5845318176935,False,True
