global_relative_coefficient_error,median_per_R_coefficient_error,maximum_per_R_coefficient_error,minimum_cosine_similarity,maximum_projection_deviation_rmse,projection_limiting_R,maximum_pointwise_projection_deviation,global_relative_first_derivative_error,global_relative_second_derivative_error
0.0002839211099129054,8.878800229973136e-05,0.0006744394807633344,0.99999977472614676,13.748237749728405,4.4000000000000004,91.719371959031662,0.00065958305645054632,0.0014119783659983249
